Bird Species,Distance Bin,Date,Time,Coordinates,Location,Habitat Type,Time Period,Group Name,Remarks
Javan Myna,1,27th Feb,10:37,"1°18'17""N 103°46'24""E",Cinnamon College,Urban,10:33-10:43,Spotted Dove,
Javan Myna,1,27th Feb,10:37,"1°18'17""N 103°46'24""E",Cinnamon College,Urban,10:33-10:43,Spotted Dove,
Black-naped Oriole,Heard,27th Feb,10:38,"1°18'17""N 103°46'24""E",Cinnamon College,Urban,10:33-10:43,Spotted Dove,
Javan Myna,1,27th Feb,10:39,"1°29'93""N,103°77'03""E",Engineering Drive 2,Urban,10.39-10.49,Spotted Dove,Location is near rubbish collection point that is myna's feeding ground
Javan Myna,1,27th Feb,10:39,"1°29'93""N,103°77'03""E",Engineering Drive 2,Urban,10.39-10.49,Spotted Dove,Location is near rubbish collection point that is myna's feeding ground
Javan Myna,1,27th Feb,10:39,"1°29'93""N,103°77'03""E",Engineering Drive 2,Urban,10.39-10.49,Spotted Dove,Location is near rubbish collection point that is myna's feeding ground
Javan Myna,1,27th Feb,10:39,"1°29'93""N,103°77'03""E",Engineering Drive 2,Urban,10.39-10.49,Spotted Dove,Location is near rubbish collection point that is myna's feeding ground
Javan Myna,1,27th Feb,10:39,"1°29'93""N,103°77'03""E",Engineering Drive 2,Urban,10.39-10.49,Spotted Dove,Location is near rubbish collection point that is myna's feeding ground
Javan Myna,1,27th Feb,10:39,"1°29'93""N,103°77'03""E",Engineering Drive 2,Urban,10.39-10.49,Spotted Dove,Location is near rubbish collection point that is myna's feeding ground
Javan Myna,1,27th Feb,10:39,"1°29'93""N,103°77'03""E",Engineering Drive 2,Urban,10.39-10.49,Spotted Dove,Location is near rubbish collection point that is myna's feeding ground
Javan Myna,1,27th Feb,10:39,"1°29'93""N,103°77'03""E",Engineering Drive 2,Urban,10.39-10.49,Spotted Dove,Location is near rubbish collection point that is myna's feeding ground
Javan Myna,2,27th Feb,10:43,"1°29'93""N,103°77'03""E",Engineering Drive 2,Urban,10.39-10.49,Spotted Dove,Location is near rubbish collection point that is myna's feeding ground
Javan Myna,2,27th Feb,10:43,"1°29'93""N,103°77'03""E",Engineering Drive 2,Urban,10.39-10.49,Spotted Dove,Location is near rubbish collection point that is myna's feeding ground
Javan Myna,2,27th Feb,10:43,"1°29'93""N,103°77'03""E",Engineering Drive 2,Urban,10.39-10.49,Spotted Dove,Location is near rubbish collection point that is myna's feeding ground
Rock Pigeon,4,27th Feb,10:45,"1°29'93""N,103°77'03""E",Engineering Drive 2,Urban,10.39-10.49,Spotted Dove,Location is near rubbish collection point that is myna's feeding ground
Pink-necked Green Pigeon,2,27th Feb,10:46,"1°29'93""N,103°77'03""E",Engineering Drive 2,Urban,10.39-10.49,Spotted Dove,"Location is near rubbish collection point that is myna's feeding ground, bird is female."
Black-naped Oriole,Heard,27th Feb,10:45,"1°18'17""N 103°46'24""E""",CAPT,Urban,10:45-10:55,Spotted Dove,These two bulbuls might have been recounted/moved here from the Cinnamon College data point.
Yellow-vented Bulbul,1,27th Feb,10:48,"1°18'17""N 103°46'24""E""",CAPT,Urban,10:45-10:55,Spotted Dove,These two bulbuls might have been recounted/moved here from the Cinnamon College data point.
Yellow-vented Bulbul,1,27th Feb,10:48,"1°18'17""N 103°46'24""E""",CAPT,Urban,10:45-10:55,Spotted Dove,These two bulbuls might have been recounted/moved here from the Cinnamon College data point.
Swiftlet,In Flight,27th Feb,10:49,"1°18'17""N 103°46'24""E""",CAPT,Urban,10:45-10:55,Spotted Dove,These two bulbuls might have been recounted/moved here from the Cinnamon College data point.
Yellow-vented Bulbul,1,27th Feb,11:00,"1°18'17""N 103°46'24""E""",YNC (Field),Urban,11:00-11:10,Spotted Dove,Very hot and shaded area was very far away from observer point (distance bin around 2.5). There might have been more birds hiding in the bushes across the YNC field. Also potential recounting of yellow bulbuls because they were within a 5m radius.
Javan Myna,2,27th Feb,11:02,"1°18'17""N 103°46'24""E""",YNC (Field),Urban,11:00-11:10,Spotted Dove,Very hot and shaded area was very far away from observer point (distance bin around 2.5). There might have been more birds hiding in the bushes across the YNC field. Also potential recounting of yellow bulbuls because they were within a 5m radius.
Javan Myna,2,27th Feb,11:02,"1°18'17""N 103°46'24""E""",YNC (Field),Urban,11:00-11:10,Spotted Dove,Very hot and shaded area was very far away from observer point (distance bin around 2.5). There might have been more birds hiding in the bushes across the YNC field. Also potential recounting of yellow bulbuls because they were within a 5m radius.
Yellow-vented Bulbul,1,27th Feb,11:09,"1°18'17""N 103°46'24""E""",YNC (Field),Urban,11:00-11:10,Spotted Dove,Very hot and shaded area was very far away from observer point (distance bin around 2.5). There might have been more birds hiding in the bushes across the YNC field. Also potential recounting of yellow bulbuls because they were within a 5m radius.
Yellow-vented Bulbul,1,27th Feb,11:09,"1°18'17""N 103°46'24""E""",YNC (Field),Urban,11:00-11:10,Spotted Dove,Very hot and shaded area was very far away from observer point (distance bin around 2.5). There might have been more birds hiding in the bushes across the YNC field. Also potential recounting of yellow bulbuls because they were within a 5m radius.
Black-naped Oriole,In Flight,27th Feb,11:12,"1°29'57""N,103°77'06""E",Beside Venus,Urban,11.10-11.20,Spotted Dove,Location has a lot of butterflies
Black-naped Oriole,In Flight,27th Feb,11:12,"1°29'57""N,103°77'06""E",Beside Venus,Urban,11.10-11.20,Spotted Dove,Location has a lot of butterflies
Black-naped Oriole,3,27th Feb,11:17,"1°29'57""N,103°77'06""E",Beside Venus,Urban,11.10-11.20,Spotted Dove,Location has a lot of butterflies
Black-naped Oriole,3,27th Feb,11:17,"1°29'57""N,103°77'06""E",Beside Venus,Urban,11.10-11.20,Spotted Dove,Location has a lot of butterflies
None ,-,27th Feb,11:32,"1°29'53""N,103°77'19""E",Grass patch vertically down from OCBC ATM in FASS,Urban,11.32-11.42,Spotted Dove,
Javan Myna,1,27th Feb,11:50,"1°29'49""N,103°77'31""E",Computing Dr behind The Deck ,Urban,11.50-12.00,Spotted Dove,Edge of the forest 
Javan Myna,2,27th Feb,11:50,"1°29'49""N,103°77'31""E",Computing Dr behind The Deck ,Urban,11.50-12.00,Spotted Dove,Edge of the forest 
Javan Myna,2,27th Feb,11:50,"1°29'49""N,103°77'31""E",Computing Dr behind The Deck ,Urban,11.50-12.00,Spotted Dove,Edge of the forest 
Yellow-vented Bulbul,1,27th Feb,11:53,"1°29'49""N,103°77'31""E",Computing Dr behind The Deck ,Urban,11.50-12.00,Spotted Dove,Edge of the forest 
Yellow-vented Bulbul,1,27th Feb,11:57,"1°29'49""N,103°77'31""E",Computing Dr behind The Deck ,Urban,11.50-12.00,Spotted Dove,Edge of the forest 
Olive-backed Sunbird,2,27th Feb,12:00,"1°29'33""N,103°77'20""E",Cross Section (Kent Ridge Dr meets Compting Dr),Urban,12.00-12.10,Spotted Dove,
Javan Myna,1,27th Feb,12:00,"1°29'33""N,103°77'20""E",Cross Section (Kent Ridge Dr meets Compting Dr),Urban,12.00-12.10,Spotted Dove,
Javan Myna,2,27th Feb,12:03,"1°29'33""N,103°77'20""E",Cross Section (Kent Ridge Dr meets Compting Dr),Urban,12.00-12.10,Spotted Dove,
Olive-backed Sunbird,1,27th Feb,12:03,"1°29'33""N,103°77'20""E",Cross Section (Kent Ridge Dr meets Compting Dr),Urban,12.00-12.10,Spotted Dove,
Yellow-vented Bulbul,1,27th Feb,12:05,"1°29'33""N,103°77'20""E",Cross Section (Kent Ridge Dr meets Compting Dr),Urban,12.00-12.10,Spotted Dove,
Javan Myna,2,27th Feb,10:16,"1°17'47""N 103°46'56""E","NUS Medical Drive, across MD10",Urban,10:16-10:26,Collared Kingfisher,
Javan Myna,2,27th Feb,10:16,"1°17'47""N 103°46'56""E","NUS Medical Drive, across MD10",Urban,10:16-10:26,Collared Kingfisher,
Javan Myna,1,27th Feb,10:20,"1°17'47""N 103°46'56""E","NUS Medical Drive, across MD10",Urban,10:16-10:26,Collared Kingfisher,
Yellow-vented Bulbul,1,27th Feb,10:22,"1°17'47""N 103°46'56""E","NUS Medical Drive, across MD10",Urban,10:16-10:26,Collared Kingfisher,
Yellow-vented Bulbul,1,27th Feb,10:22,"1°17'47""N 103°46'56""E","NUS Medical Drive, across MD10",Urban,10:16-10:26,Collared Kingfisher,
Javan Myna,In Flight,27th Feb,10:19,"1°17'47""N 103°46'56""E","NUS Medical Drive, across MD10",Urban,10:16-10:26,Collared Kingfisher,
Javan Myna,In Flight,27th Feb,10:19,"1°17'47""N 103°46'56""E","NUS Medical Drive, across MD10",Urban,10:16-10:26,Collared Kingfisher,
Javan Myna,In Flight,27th Feb,10:19,"1°17'47""N 103°46'56""E","NUS Medical Drive, across MD10",Urban,10:16-10:26,Collared Kingfisher,
Javan Myna,In Flight,27th Feb,10:19,"1°17'47""N 103°46'56""E","NUS Medical Drive, across MD10",Urban,10:16-10:26,Collared Kingfisher,
Javan Myna,In Flight,27th Feb,10:19,"1°17'47""N 103°46'56""E","NUS Medical Drive, across MD10",Urban,10:16-10:26,Collared Kingfisher,
Javan Myna,In Flight,27th Feb,10:24,"1°17'47""N 103°46'56""E","NUS Medical Drive, across MD10",Urban,10:16-10:26,Collared Kingfisher,
Javan Myna,In Flight,27th Feb,10:24,"1°17'47""N 103°46'56""E","NUS Medical Drive, across MD10",Urban,10:16-10:26,Collared Kingfisher,
Javan Myna,In Flight,27th Feb,10:24,"1°17'47""N 103°46'56""E","NUS Medical Drive, across MD10",Urban,10:16-10:26,Collared Kingfisher,
Javan Myna,2,27th Feb,10:36,"1°17'49""N 103°46'57""E","Footpath along AYE, next to Carpark 10",Urban,10:36-10:46,Collared Kingfisher,
Javan Myna,2,27th Feb,10:36,"1°17'49""N 103°46'57""E","Footpath along AYE, next to Carpark 10",Urban,10:36-10:46,Collared Kingfisher,
Javan Myna,2,27th Feb,10:36,"1°17'49""N 103°46'57""E","Footpath along AYE, next to Carpark 10",Urban,10:36-10:46,Collared Kingfisher,
Javan Myna,2,27th Feb,10:36,"1°17'49""N 103°46'57""E","Footpath along AYE, next to Carpark 10",Urban,10:36-10:46,Collared Kingfisher,
Collared Kingfisher,1,27th Feb,10:38,"1°17'49""N 103°46'57""E","Footpath along AYE, next to Carpark 10",Urban,10:36-10:46,Collared Kingfisher,
Collared Kingfisher,1,27th Feb,10:40,"1°17'49""N 103°46'57""E","Footpath along AYE, next to Carpark 10",Urban,10:36-10:46,Collared Kingfisher,
Javan Myna,In Flight,27th Feb,10:42,"1°17'49""N 103°46'57""E","Footpath along AYE, next to Carpark 10",Urban,10:36-10:46,Collared Kingfisher,
Javan Myna,In Flight,27th Feb,10:42,"1°17'49""N 103°46'57""E","Footpath along AYE, next to Carpark 10",Urban,10:36-10:46,Collared Kingfisher,
Javan Myna,In Flight,27th Feb,10:44,"1°17'49""N 103°46'57""E","Footpath along AYE, next to Carpark 10",Urban,10:36-10:46,Collared Kingfisher,
Javan Myna,In Flight,27th Feb,10:44,"1°17'49""N 103°46'57""E","Footpath along AYE, next to Carpark 10",Urban,10:36-10:46,Collared Kingfisher,
Javan Myna,In Flight,27th Feb,10:44,"1°17'49""N 103°46'57""E","Footpath along AYE, next to Carpark 10",Urban,10:36-10:46,Collared Kingfisher,
Javan Myna,1,27th Feb,10:53,"1°17'51""N 103°46'52""E","Along AYE, next to Carpark 10",Urban,10:53-11:03,Collared Kingfisher,
Javan Myna,1,27th Feb,10:53,"1°17'51""N 103°46'52""E","Along AYE, next to Carpark 10",Urban,10:53-11:03,Collared Kingfisher,
Black-naped Oriole,2,27th Feb,10:54,"1°17'51""N 103°46'52""E","Along AYE, next to Carpark 10",Urban,10:53-11:03,Collared Kingfisher,
Black-naped Oriole,2,27th Feb,10:58,"1°17'51""N 103°46'52""E","Along AYE, next to Carpark 10",Urban,10:53-11:03,Collared Kingfisher,
Javan Myna,1,27th Feb,11:18,"1°18'18""N 103°46'24""E",Town Green,Urban,11:18-11:28,Collared Kingfisher,
Javan Myna,1,27th Feb,11:18,"1°18'18""N 103°46'24""E",Town Green,Urban,11:18-11:28,Collared Kingfisher,
Javan Myna,In Flight,27th Feb,11:23,"1°18'18""N 103°46'24""E",Town Green,Urban,11:18-11:28,Collared Kingfisher,
Javan Myna,In Flight,27th Feb,11:23,"1°18'18""N 103°46'24""E",Town Green,Urban,11:18-11:28,Collared Kingfisher,
Eurasian Tree Sparrow,1,28th Feb,7:48,"1°18'29""N 103°46'23""E",Between RC4 and CAPT,Urban,7:44-7:54,Collared Kingfisher,
Yellow-vented Bulbul,1,28th Feb,8:03,"1°18'19""N 103°46'19""E",Between Yale-NUS Saga College and SRC,Urban,8:02-8:12,Collared Kingfisher,
Yellow-vented Bulbul,1,28th Feb,8:07,"1°18'19""N 103°46'19""E",Between Yale-NUS Saga College and SRC,Urban,8:02-8:12,Collared Kingfisher,
Yellow-vented Bulbul,1,28th Feb,8:07,"1°18'19""N 103°46'19""E",Between Yale-NUS Saga College and SRC,Urban,8:02-8:12,Collared Kingfisher,
Yellow-vented Bulbul,In Flight,28th Feb,8:09,"1°18'19""N 103°46'19""E",Between Yale-NUS Saga College and SRC,Urban,8:02-8:12,Collared Kingfisher,
swiflet,In Flight,28th Feb,8:09,"1°18'19""N 103°46'19""E",Between Yale-NUS Saga College and SRC,Urban,8:02-8:12,Collared Kingfisher,
Javan Myna,2,28th Feb,8:10,"1°18'19""N 103°46'19""E",Between Yale-NUS Saga College and SRC,Urban,8:02-8:12,Collared Kingfisher,
Crow,3,28th Feb,8:10,"1°18'19""N 103°46'19""E",Between Yale-NUS Saga College and SRC,Urban,8:02-8:12,Collared Kingfisher,
pigeon(?),In Flight,28th Feb,8:12,"1°18'19""N 103°46'19""E",Between Yale-NUS Saga College and SRC,Urban,8:02-8:12,Collared Kingfisher,could not identify
Javan Myna,1,28th Feb,8:14,"1°18'19""N 103°46'22""E",sheltered walkway between ERC and SRC,Urban,8:14-8:24,Collared Kingfisher,
Javan Myna,2,28th Feb,8:16,"1°18'19""N 103°46'22""E",sheltered walkway between ERC and SRC,Urban,8:14-8:24,Collared Kingfisher,
Javan Myna,2,28th Feb,8:16,"1°18'19""N 103°46'22""E",sheltered walkway between ERC and SRC,Urban,8:14-8:24,Collared Kingfisher,
Javan Myna,2,28th Feb,8:16,"1°18'19""N 103°46'22""E",sheltered walkway between ERC and SRC,Urban,8:14-8:24,Collared Kingfisher,
Yellow-vented Bulbul,2,28th Feb,8:16,"1°18'19""N 103°46'22""E",sheltered walkway between ERC and SRC,Urban,8:14-8:24,Collared Kingfisher,
Yellow-vented Bulbul,1,28th Feb,8:20,"1°18'19""N 103°46'22""E",sheltered walkway between ERC and SRC,Urban,8:14-8:24,Collared Kingfisher,
Javan Myna,in flight,28th Feb,8:21,"1°18'19""N 103°46'22""E",sheltered walkway between ERC and SRC,Urban,8:14-8:24,Collared Kingfisher,
Javan Myna,in flight,28th Feb,8:21,"1°18'19""N 103°46'22""E",sheltered walkway between ERC and SRC,Urban,8:14-8:24,Collared Kingfisher,
Javan Myna,in flight,28th Feb,8:21,"1°18'19""N 103°46'22""E",sheltered walkway between ERC and SRC,Urban,8:14-8:24,Collared Kingfisher,
Javan Myna,in flight,28th Feb,8:21,"1°18'19""N 103°46'22""E",sheltered walkway between ERC and SRC,Urban,8:14-8:24,Collared Kingfisher,
Javan Myna,in flight,28th Feb,8:21,"1°18'19""N 103°46'22""E",sheltered walkway between ERC and SRC,Urban,8:14-8:24,Collared Kingfisher,
Yellow-vented Bulbul,1,28th Feb,8:22,"1°18'19""N 103°46'22""E",sheltered walkway between ERC and SRC,Urban,8:14-8:24,Collared Kingfisher,
Yellow-vented Bulbul,1,28th Feb,8:22,"1°18'19""N 103°46'22""E",sheltered walkway between ERC and SRC,Urban,8:14-8:24,Collared Kingfisher,
Yellow-vented Bulbul,1,28th Feb,8:22,"1°18'19""N 103°46'22""E",sheltered walkway between ERC and SRC,Urban,8:14-8:24,Collared Kingfisher,
Yellow-vented Bulbul,1,28th Feb,8:22,"1°18'19""N 103°46'22""E",sheltered walkway between ERC and SRC,Urban,8:14-8:24,Collared Kingfisher,
Pink-necked Green Pigeon,1,28th Feb,8:22,"1°18'19""N 103°46'22""E",sheltered walkway between ERC and SRC,Urban,8:14-8:24,Collared Kingfisher,Female
Scarlet Backed Flowerpecker,1,28th Feb,8:23,"1°18'19""N 103°46'22""E",sheltered walkway between ERC and SRC,Urban,8:14-8:24,Collared Kingfisher,
Yellow-vented Bulbul,2,28th Feb,8:24,"1°18'19""N 103°46'22""E",sheltered walkway between ERC and SRC,Urban,8:14-8:24,Collared Kingfisher,
Yellow-vented Bulbul,1,28th Feb,8:28,"1°18'18""N 103°46'22""E","UT Town Green, Tree cluster beside NTUC",Urban,8:28-8:38,Collared Kingfisher,
Yellow-vented Bulbul,1,28th Feb,8:28,"1°18'18""N 103°46'22""E","UT Town Green, Tree cluster beside NTUC",Urban,8:28-8:38,Collared Kingfisher,
Yellow-vented Bulbul,1,28th Feb,8:28,"1°18'18""N 103°46'22""E","UT Town Green, Tree cluster beside NTUC",Urban,8:28-8:38,Collared Kingfisher,
Yellow-vented Bulbul,1,28th Feb,8:31,"1°18'18""N 103°46'22""E","UT Town Green, Tree cluster beside NTUC",Urban,8:28-8:38,Collared Kingfisher,
Javan Myna,1,28th Feb,8:32,"1°18'18""N 103°46'22""E","UT Town Green, Tree cluster beside NTUC",Urban,8:28-8:38,Collared Kingfisher,
Javan Myna,1,28th Feb,8:32,"1°18'18""N 103°46'22""E","UT Town Green, Tree cluster beside NTUC",Urban,8:28-8:38,Collared Kingfisher,
Eurasian Tree Sparrow,1,28th Feb,8:33,"1°18'18""N 103°46'22""E","UT Town Green, Tree cluster beside NTUC",Urban,8:28-8:38,Collared Kingfisher,
Eurasian Tree Sparrow,1,28th Feb,8:33,"1°18'18""N 103°46'22""E","UT Town Green, Tree cluster beside NTUC",Urban,8:28-8:38,Collared Kingfisher,
Javan Myna,1,28th Feb,8:34,"1°18'18""N 103°46'22""E","UT Town Green, Tree cluster beside NTUC",Urban,8:28-8:38,Collared Kingfisher,
Yellow-vented Bulbul,1,28th Feb,8:35,"1°18'18""N 103°46'22""E","UT Town Green, Tree cluster beside NTUC",Urban,8:28-8:38,Collared Kingfisher,
Olive-backed Sunbird (?),1,28th Feb,8:37,"1°18'18""N 103°46'22""E","UT Town Green, Tree cluster beside NTUC",Urban,8:28-8:38,Collared Kingfisher,unsure
Yellow-vented Bulbul,2,28th Feb,8:38,"1°18'18""N 103°46'22""E","UT Town Green, Tree cluster beside NTUC",Urban,8:28-8:38,Collared Kingfisher,
Javan Myna,1,28th Feb,8:47,"1°18'17""N 103°46'27""E",Between the back of CREATE and UTResidences,Urban,8:47-8:57,Collared Kingfisher,
Javan Myna,1,28th Feb,8:47,"1°18'17""N 103°46'27""E",Between the back of CREATE and UTResidences,Urban,8:47-8:57,Collared Kingfisher,
Javan Myna,1,28th Feb,8:47,"1°18'17""N 103°46'27""E",Between the back of CREATE and UTResidences,Urban,8:47-8:57,Collared Kingfisher,
Javan Myna,1,28th Feb,8:47,"1°18'17""N 103°46'27""E",Between the back of CREATE and UTResidences,Urban,8:47-8:57,Collared Kingfisher,
Javan Myna,1,28th Feb,8:47,"1°18'17""N 103°46'27""E",Between the back of CREATE and UTResidences,Urban,8:47-8:57,Collared Kingfisher,
Yellow-vented Bulbul,in flight,28th Feb,8:51,"1°18'17""N 103°46'27""E",Between the back of CREATE and UTResidences,Urban,8:47-8:57,Collared Kingfisher,
Yellow-vented Bulbul,in flight,28th Feb,8:51,"1°18'17""N 103°46'27""E",Between the back of CREATE and UTResidences,Urban,8:47-8:57,Collared Kingfisher,
swiflet (?),in flight,28th Feb,8:53,"1°18'17""N 103°46'27""E",Between the back of CREATE and UTResidences,Urban,8:47-8:57,Collared Kingfisher,could not identify
Yellow-vented Bulbul,1,28th Feb,8:55,"1°18'17""N 103°46'27""E",Between the back of CREATE and UTResidences,Urban,8:47-8:57,Collared Kingfisher,
Black-naped Oriole,in flight,28th Feb,8:56,"1°18'17""N 103°46'27""E",Between the back of CREATE and UTResidences,Urban,8:47-8:57,Collared Kingfisher,
Black-naped Oriole,in flight,28th Feb,8:56,"1°18'17""N 103°46'27""E",Between the back of CREATE and UTResidences,Urban,8:47-8:57,Collared Kingfisher,
Javan Myna,2,28th Feb,8:57,"1°18'17""N 103°46'27""E",Between the back of CREATE and UTResidences,Urban,8:47-8:57,Collared Kingfisher,
Collared Kingfisher,2,27th Feb,9:30,"1°17'56.4""N 103°46'44.2""E","Science Field,10m S of staircase near bus stop",Urban,09:30 - 09:40,Banded Woodpecker ,
Javan Myna,Heard,27th Feb,9:31,"1°17'56.4""N 103°46'44.2""E","Science Field,10m S of staircase near bus stop",Urban,09:30 - 09:40,Banded Woodpecker ,
Swiftlet,In Flight,27th Feb,9:32,"1°17'56.4""N 103°46'44.2""E","Science Field,10m S of staircase near bus stop",Urban,09:30 - 09:40,Banded Woodpecker ,
Swiftlet,In Flight,27th Feb,9:32,"1°17'56.4""N 103°46'44.2""E","Science Field,10m S of staircase near bus stop",Urban,09:30 - 09:40,Banded Woodpecker ,
Swiftlet,In Flight,27th Feb,9:32,"1°17'56.4""N 103°46'44.2""E","Science Field,10m S of staircase near bus stop",Urban,09:30 - 09:40,Banded Woodpecker ,
Swiftlet,In Flight,27th Feb,9:32,"1°17'56.4""N 103°46'44.2""E","Science Field,10m S of staircase near bus stop",Urban,09:30 - 09:40,Banded Woodpecker ,
Olive-backed Sunbird,4,27th Feb,9:37,"1°17'56.4""N 103°46'44.2""E","Science Field,10m S of staircase near bus stop",Urban,09:30 - 09:40,Banded Woodpecker ,
